OID_,Value,Count,shawn_ltas_r,LC16_BPS_200,LC20_EVT_220,MAP_UNIT_S,MAP_UNIT_N,CONCEPT,FORESTNAME,BPS_MODEL,BPS_NAME,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,EVT_NAME,EVT_PHYS,EVT_GP_N
92,92,15.000000000000000,10,2017,7978,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Eastern Cool Temperate Wheat,Agricultural,Agricultural-Wheat
93,93,963.000000000000000,10,2017,9312,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Northeastern North American Temperate Forest Plantation,Conifer,Managed Tree Plantation
94,94,45.000000000000000,10,2015,9312,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13040_32_43_44_49,Ozark-Ouachita Dry-Mesic Oak Forest,188,66,15,11,Northeastern North American Temperate Forest Plantation,Conifer,Managed Tree Plantation
95,95,17.000000000000000,10,2017,7298,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Developed-High Intensity,Developed-High Intensity,Developed-High Intensity
96,96,5.000000000000000,10,2015,9180,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13040_32_43_44_49,Ozark-Ouachita Dry-Mesic Oak Forest,188,66,15,11,North-Central Interior Freshwater Marsh,Riparian,Inland Marshes and Prairies
97,97,1336.000000000000000,10,2021,7305,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,Chestnut Oak Forest and Woodland
98,98,9311.000000000000000,10,2021,7321,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,South-Central Interior Mesophytic Forest,Hardwood,Beech-Maple-Basswood Forest
99,99,910.000000000000000,10,2021,9315,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Northern & Central Native Ruderal Forest,Conifer-Hardwood,Ruderal Forest
100,100,8.000000000000000,10,2015,7978,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13040_32_43_44_49,Ozark-Ouachita Dry-Mesic Oak Forest,188,66,15,11,Eastern Cool Temperate Wheat,Agricultural,Agricultural-Wheat
101,101,341.000000000000000,10,2021,7905,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Eastern Cool Temperate Urban Deciduous Forest,Developed,Developed-Upland Deciduous Forest
102,102,55.000000000000000,10,2021,7296,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Developed-Low Intensity,Developed-Low Intensity,Developed-Low Intensity
103,103,5423.000000000000000,10,2021,7310,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,White Oak-Red Oak-Hickory Forest and Woodland
104,104,1304.000000000000000,10,2021,7977,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agricultural-Pasture and Hayland
105,105,854.000000000000000,10,2033,7321,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,14710_49_52,Central Interior and Appalachian Floodplain Systems,NA,426,68,59,South-Central Interior Mesophytic Forest,Hardwood,Beech-Maple-Basswood Forest
106,106,117.000000000000000,10,2033,7299,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,14710_49_52,Central Interior and Appalachian Floodplain Systems,NA,426,68,59,Developed-Roads,Developed-Roads,Developed-Roads
107,107,25.000000000000000,10,2015,9179,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13040_32_43_44_49,Ozark-Ouachita Dry-Mesic Oak Forest,188,66,15,11,North-Central Interior Floodplain Forest,Riparian,Eastern Floodplain Forests
108,108,1067.000000000000000,10,2021,7304,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Ozark-Ouachita Dry-Mesic Oak Forest,Hardwood,White Oak-Red Oak-Hickory Forest and Woodland
109,109,1.000000000000000,10,2015,7906,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13040_32_43_44_49,Ozark-Ouachita Dry-Mesic Oak Forest,188,66,15,11,Eastern Cool Temperate Urban Evergreen Forest,Developed,Developed-Upland Evergreen Forest
110,110,14.000000000000000,10,2029,7518,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,14210_49_52,Central Tallgrass Prairie,4,NA,NA,4,North-Central Interior Wet Flatwoods,Riparian,Hardwood Flatwoods
111,111,1243.000000000000000,10,2021,7974,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Eastern Cool Temperate Row Crop,Agricultural,Agricultural-Row Crop
112,112,13.000000000000000,10,2017,7295,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
113,113,553.000000000000000,10,2029,9312,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,14210_49_52,Central Tallgrass Prairie,4,NA,NA,4,Northeastern North American Temperate Forest Plantation,Conifer,Managed Tree Plantation
114,114,644.000000000000000,10,2021,9312,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Northeastern North American Temperate Forest Plantation,Conifer,Managed Tree Plantation
115,115,46.000000000000000,10,2033,9315,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,14710_49_52,Central Interior and Appalachian Floodplain Systems,NA,426,68,59,Northern & Central Native Ruderal Forest,Conifer-Hardwood,Ruderal Forest
116,116,25.000000000000000,10,2020,7295,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
117,117,51.000000000000000,10,2033,9817,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,14710_49_52,Central Interior and Appalachian Floodplain Systems,NA,426,68,59,Northern & Central Ruderal Meadow,Exotic Herbaceous,Introduced Perennial Grassland and Forbland
118,118,141.000000000000000,10,2021,7976,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Agricultural-Fallow/Idle Cropland
119,119,31.000000000000000,10,2017,7906,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Eastern Cool Temperate Urban Evergreen Forest,Developed,Developed-Upland Evergreen Forest
120,120,44.000000000000000,10,2029,7297,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,14210_49_52,Central Tallgrass Prairie,4,NA,NA,4,Developed-Medium Intensity,Developed-Medium Intensity,Developed-Medium Intensity
121,121,147.000000000000000,10,2033,7974,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,14710_49_52,Central Interior and Appalachian Floodplain Systems,NA,426,68,59,Eastern Cool Temperate Row Crop,Agricultural,Agricultural-Row Crop
122,122,36.000000000000000,10,2033,7977,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,14710_49_52,Central Interior and Appalachian Floodplain Systems,NA,426,68,59,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agricultural-Pasture and Hayland
123,123,538.000000000000000,10,2021,9817,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Northern & Central Ruderal Meadow,Exotic Herbaceous,Introduced Perennial Grassland and Forbland
124,124,24.000000000000000,10,2021,9683,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,North-Central Interior Wet Meadow,Riparian,Inland Marshes and Prairies
125,125,21.000000000000000,10,2015,7295,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13040_32_43_44_49,Ozark-Ouachita Dry-Mesic Oak Forest,188,66,15,11,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
126,126,11.000000000000000,10,2021,7518,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,North-Central Interior Wet Flatwoods,Riparian,Hardwood Flatwoods
127,127,110.000000000000000,10,2021,9180,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,North-Central Interior Freshwater Marsh,Riparian,Inland Marshes and Prairies
128,128,6.000000000000000,10,2020,7907,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,Eastern Cool Temperate Urban Mixed Forest,Developed,Developed-Upland Mixed Forest
129,129,269.000000000000000,10,2033,9179,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,14710_49_52,Central Interior and Appalachian Floodplain Systems,NA,426,68,59,North-Central Interior Floodplain Forest,Riparian,Eastern Floodplain Forests
130,130,207.000000000000000,10,2033,7310,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,14710_49_52,Central Interior and Appalachian Floodplain Systems,NA,426,68,59,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,White Oak-Red Oak-Hickory Forest and Woodland
131,131,43.000000000000000,10,2017,7518,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,North-Central Interior Wet Flatwoods,Riparian,Hardwood Flatwoods
132,132,8.000000000000000,10,2021,7906,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Eastern Cool Temperate Urban Evergreen Forest,Developed,Developed-Upland Evergreen Forest
133,133,13.000000000000000,10,2029,7906,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,14210_49_52,Central Tallgrass Prairie,4,NA,NA,4,Eastern Cool Temperate Urban Evergreen Forest,Developed,Developed-Upland Evergreen Forest
134,134,11.000000000000000,10,2021,7907,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Eastern Cool Temperate Urban Mixed Forest,Developed,Developed-Upland Mixed Forest
135,135,250.000000000000000,10,2021,9179,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,North-Central Interior Floodplain Forest,Riparian,Eastern Floodplain Forests
136,136,20.000000000000000,10,2033,7364,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,14710_49_52,Central Interior and Appalachian Floodplain Systems,NA,426,68,59,Ozark-Ouachita Dry Oak Woodland,Hardwood,Post Oak Woodland and Savanna
137,137,1.000000000000000,10,2015,9683,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13040_32_43_44_49,Ozark-Ouachita Dry-Mesic Oak Forest,188,66,15,11,North-Central Interior Wet Meadow,Riparian,Inland Marshes and Prairies
138,138,50.000000000000000,10,2033,7305,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,14710_49_52,Central Interior and Appalachian Floodplain Systems,NA,426,68,59,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,Chestnut Oak Forest and Woodland
139,139,426.000000000000000,10,2021,7364,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Ozark-Ouachita Dry Oak Woodland,Hardwood,Post Oak Woodland and Savanna
140,140,52.000000000000000,10,2017,9725,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,South-Central Interior Large Floodplain Herbaceous,Riparian,Eastern Floodplain Forests
141,141,87.000000000000000,10,2017,9223,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,South-Central Interior Large Floodplain Forest,Riparian,Eastern Floodplain Forests
142,142,9.000000000000000,10,2029,7295,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,14210_49_52,Central Tallgrass Prairie,4,NA,NA,4,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
143,143,463.000000000000000,10,2021,7299,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Developed-Roads,Developed-Roads,Developed-Roads
144,144,1.000000000000000,10,2021,7295,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
145,145,4.000000000000000,10,2033,7295,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,14710_49_52,Central Interior and Appalachian Floodplain Systems,NA,426,68,59,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
146,146,24.000000000000000,10,2018,9179,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13110_49,North-Central Interior Dry Oak Forest and Woodland,149,149,11,9,North-Central Interior Floodplain Forest,Riparian,Eastern Floodplain Forests
147,147,10.000000000000000,10,2033,7518,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,14710_49_52,Central Interior and Appalachian Floodplain Systems,NA,426,68,59,North-Central Interior Wet Flatwoods,Riparian,Hardwood Flatwoods
148,148,5.000000000000000,10,2015,7929,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13040_32_43_44_49,Ozark-Ouachita Dry-Mesic Oak Forest,188,66,15,11,Eastern Cool Temperate Developed Herbaceous,Developed,Developed-Upland Herbaceous
149,149,32.000000000000000,10,2020,7909,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,Eastern Cool Temperate Urban Shrubland,Developed,Developed-Upland Shrubland
150,150,3.000000000000000,10,2015,9725,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13040_32_43_44_49,Ozark-Ouachita Dry-Mesic Oak Forest,188,66,15,11,South-Central Interior Large Floodplain Herbaceous,Riparian,Eastern Floodplain Forests
151,151,69.000000000000000,10,2033,7905,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,14710_49_52,Central Interior and Appalachian Floodplain Systems,NA,426,68,59,Eastern Cool Temperate Urban Deciduous Forest,Developed,Developed-Upland Deciduous Forest
152,152,25.000000000000000,10,2020,7908,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,Eastern Cool Temperate Urban Herbaceous,Developed,Developed-Upland Herbaceous
153,153,39.000000000000000,10,2018,7321,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13110_49,North-Central Interior Dry Oak Forest and Woodland,149,149,11,9,South-Central Interior Mesophytic Forest,Hardwood,Beech-Maple-Basswood Forest
154,154,58.000000000000000,10,2029,9179,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,14210_49_52,Central Tallgrass Prairie,4,NA,NA,4,North-Central Interior Floodplain Forest,Riparian,Eastern Floodplain Forests
155,155,5149.000000000000000,4,2029,7974,223Gc04,East Deep Loess,East Deep Loess,Shawnee National Forest,14210_49_52,Central Tallgrass Prairie,4,NA,NA,4,Eastern Cool Temperate Row Crop,Agricultural,Agricultural-Row Crop
156,156,80.000000000000000,4,2029,7976,223Gc04,East Deep Loess,East Deep Loess,Shawnee National Forest,14210_49_52,Central Tallgrass Prairie,4,NA,NA,4,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Agricultural-Fallow/Idle Cropland
157,157,3200.000000000000000,4,2021,7974,223Gc04,East Deep Loess,East Deep Loess,Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Eastern Cool Temperate Row Crop,Agricultural,Agricultural-Row Crop
158,158,9.000000000000000,4,2036,7976,223Gc04,East Deep Loess,East Deep Loess,Shawnee National Forest,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,993,NA,NA,993,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Agricultural-Fallow/Idle Cropland
159,159,142.000000000000000,4,2036,7974,223Gc04,East Deep Loess,East Deep Loess,Shawnee National Forest,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,993,NA,NA,993,Eastern Cool Temperate Row Crop,Agricultural,Agricultural-Row Crop
160,160,206.000000000000000,4,11,7292,223Gc04,East Deep Loess,East Deep Loess,Shawnee National Forest,NA,Open Water,NA,NA,NA,NA,Open Water,Open Water,Open Water
161,161,107.000000000000000,4,2021,7976,223Gc04,East Deep Loess,East Deep Loess,Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Agricultural-Fallow/Idle Cropland
162,162,3158.000000000000000,4,2020,7974,223Gc04,East Deep Loess,East Deep Loess,Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,Eastern Cool Temperate Row Crop,Agricultural,Agricultural-Row Crop
